claim_id,date,known_true,criteria_mode,replicate,p,correct_side
trump_2025,"January 21, 2025",True,empty,80,0.78,True
trump_2021,"January 21, 2021",False,false_only,44,0.06,True
trump_2025,"January 21, 2025",True,false_only,51,0.73,True
trump_2025,"January 21, 2025",True,empty,8,0.77,True
trump_2021,"January 21, 2021",False,true_only,89,0.23,True
trump_2021,"January 21, 2021",False,omitted,43,0.25,True
trump_2021,"January 21, 2021",False,empty,16,0.41,True
trump_2021,"January 21, 2021",False,omitted,22,0.24,True
trump_2021,"January 21, 2021",False,true_only,75,0.44,True
trump_2021,"January 21, 2021",False,paraphrase,17,0.13,True
trump_2021,"January 21, 2021",False,omitted,76,0.28,True
trump_2021,"January 21, 2021",False,omitted,27,0.21,True
trump_2021,"January 21, 2021",False,false_only,66,0.07,True
trump_2021,"January 21, 2021",False,paraphrase,47,0.12,True
trump_2021,"January 21, 2021",False,true_only,1,0.38,True
trump_2021,"January 21, 2021",False,paired,98,0.19,True
trump_2021,"January 21, 2021",False,paraphrase,88,0.11,True
trump_2021,"January 21, 2021",False,false_only,41,0.05,True
trump_2025,"January 21, 2025",True,true_only,84,0.85,True
trump_2021,"January 21, 2021",False,paired,54,0.18,True
trump_2025,"January 21, 2025",True,paired,25,0.81,True
trump_2025,"January 21, 2025",True,empty,82,0.78,True
trump_2021,"January 21, 2021",False,false_only,38,0.06,True
trump_2025,"January 21, 2025",True,false_only,84,0.75,True
trump_2025,"January 21, 2025",True,paired,5,0.82,True
trump_2025,"January 21, 2025",True,omitted,70,0.68,True
trump_2025,"January 21, 2025",True,true_only,21,0.84,True
trump_2025,"January 21, 2025",True,empty,23,0.75,True
trump_2021,"January 21, 2021",False,omitted,4,0.27,True
trump_2021,"January 21, 2021",False,false_only,83,0.05,True
trump_2021,"January 21, 2021",False,false_only,43,0.07,True
trump_2021,"January 21, 2021",False,paired,56,0.22,True
trump_2021,"January 21, 2021",False,omitted,9,0.22,True
trump_2025,"January 21, 2025",True,paired,3,0.82,True
trump_2025,"January 21, 2025",True,paired,90,0.81,True
trump_2025,"January 21, 2025",True,omitted,22,0.67,True
trump_2025,"January 21, 2025",True,false_only,73,0.72,True
trump_2021,"January 21, 2021",False,false_only,78,0.07,True
trump_2025,"January 21, 2025",True,true_only,75,0.84,True
trump_2021,"January 21, 2021",False,empty,6,0.38,True
trump_2025,"January 21, 2025",True,true_only,29,0.84,True
trump_2021,"January 21, 2021",False,paired,96,0.17,True
trump_2025,"January 21, 2025",True,true_only,69,0.83,True
trump_2025,"January 21, 2025",True,false_only,99,0.74,True
trump_2021,"January 21, 2021",False,omitted,20,0.26,True
trump_2021,"January 21, 2021",False,true_only,14,0.42,True
trump_2025,"January 21, 2025",True,true_only,11,0.85,True
trump_2021,"January 21, 2021",False,empty,53,0.39,True
trump_2021,"January 21, 2021",False,paraphrase,58,0.14,True
trump_2025,"January 21, 2025",True,paraphrase,94,0.87,True
trump_2021,"January 21, 2021",False,empty,81,0.3,True
trump_2025,"January 21, 2025",True,paraphrase,22,0.88,True
trump_2025,"January 21, 2025",True,paraphrase,14,0.88,True
trump_2021,"January 21, 2021",False,omitted,85,0.26,True
trump_2021,"January 21, 2021",False,true_only,32,0.27,True
trump_2025,"January 21, 2025",True,empty,83,0.77,True
trump_2021,"January 21, 2021",False,empty,21,0.39,True
trump_2025,"January 21, 2025",True,omitted,40,0.67,True
trump_2021,"January 21, 2021",False,true_only,62,0.43,True
trump_2021,"January 21, 2021",False,false_only,12,0.06,True
trump_2021,"January 21, 2021",False,empty,68,0.33,True
trump_2021,"January 21, 2021",False,false_only,95,0.06,True
trump_2025,"January 21, 2025",True,false_only,64,0.71,True
trump_2025,"January 21, 2025",True,paraphrase,26,0.89,True
trump_2021,"January 21, 2021",False,paraphrase,20,0.12,True
trump_2025,"January 21, 2025",True,paraphrase,61,0.88,True
trump_2021,"January 21, 2021",False,true_only,10,0.32,True
trump_2021,"January 21, 2021",False,false_only,20,0.07,True
trump_2021,"January 21, 2021",False,omitted,13,0.27,True
trump_2025,"January 21, 2025",True,omitted,10,0.67,True
trump_2025,"January 21, 2025",True,paired,17,0.82,True
trump_2025,"January 21, 2025",True,omitted,31,0.67,True
trump_2025,"January 21, 2025",True,empty,38,0.76,True
trump_2025,"January 21, 2025",True,omitted,93,0.65,True
trump_2021,"January 21, 2021",False,false_only,80,0.07,True
trump_2025,"January 21, 2025",True,paired,42,0.83,True
trump_2021,"January 21, 2021",False,true_only,2,0.3,True
trump_2025,"January 21, 2025",True,true_only,90,0.86,True
trump_2025,"January 21, 2025",True,true_only,62,0.84,True
trump_2021,"January 21, 2021",False,omitted,99,0.24,True
trump_2021,"January 21, 2021",False,paraphrase,33,0.11,True
trump_2021,"January 21, 2021",False,paired,64,0.27,True
trump_2021,"January 21, 2021",False,false_only,28,0.06,True
trump_2021,"January 21, 2021",False,true_only,98,0.4,True
trump_2021,"January 21, 2021",False,empty,28,0.38,True
trump_2025,"January 21, 2025",True,empty,48,0.79,True
trump_2021,"January 21, 2021",False,true_only,37,0.33,True
trump_2021,"January 21, 2021",False,empty,88,0.45,True
trump_2021,"January 21, 2021",False,paired,29,0.26,True
trump_2025,"January 21, 2025",True,paraphrase,44,0.89,True
trump_2025,"January 21, 2025",True,empty,76,0.76,True
trump_2021,"January 21, 2021",False,paired,78,0.17,True
trump_2021,"January 21, 2021",False,false_only,81,0.06,True
trump_2021,"January 21, 2021",False,empty,2,0.37,True
trump_2021,"January 21, 2021",False,false_only,57,0.06,True
trump_2021,"January 21, 2021",False,true_only,19,0.36,True
trump_2025,"January 21, 2025",True,paraphrase,80,0.89,True
trump_2021,"January 21, 2021",False,empty,96,0.32,True
trump_2021,"January 21, 2021",False,omitted,37,0.27,True
trump_2021,"January 21, 2021",False,paraphrase,3,0.12,True
trump_2025,"January 21, 2025",True,false_only,56,0.69,True
trump_2025,"January 21, 2025",True,true_only,5,0.85,True
trump_2021,"January 21, 2021",False,paraphrase,21,0.1,True
trump_2021,"January 21, 2021",False,true_only,95,0.29,True
trump_2025,"January 21, 2025",True,empty,26,0.77,True
trump_2021,"January 21, 2021",False,empty,69,0.39,True
trump_2025,"January 21, 2025",True,omitted,55,0.7,True
trump_2025,"January 21, 2025",True,false_only,9,0.7,True
trump_2025,"January 21, 2025",True,omitted,1,0.67,True
trump_2025,"January 21, 2025",True,paired,82,0.85,True
trump_2021,"January 21, 2021",False,paraphrase,23,0.12,True
trump_2021,"January 21, 2021",False,omitted,33,0.22,True
trump_2021,"January 21, 2021",False,omitted,8,0.23,True
trump_2021,"January 21, 2021",False,empty,80,0.39,True
trump_2025,"January 21, 2025",True,empty,9,0.81,True
trump_2021,"January 21, 2021",False,paraphrase,72,0.14,True
trump_2025,"January 21, 2025",True,false_only,50,0.75,True
trump_2025,"January 21, 2025",True,true_only,35,0.83,True
trump_2025,"January 21, 2025",True,true_only,88,0.85,True
trump_2025,"January 21, 2025",True,paired,81,0.83,True
trump_2025,"January 21, 2025",True,empty,5,0.76,True
trump_2025,"January 21, 2025",True,paired,34,0.83,True
trump_2025,"January 21, 2025",True,empty,11,0.76,True
trump_2025,"January 21, 2025",True,paired,9,0.83,True
trump_2021,"January 21, 2021",False,omitted,63,0.29,True
trump_2021,"January 21, 2021",False,paraphrase,80,0.11,True
trump_2021,"January 21, 2021",False,true_only,97,0.39,True
trump_2021,"January 21, 2021",False,true_only,40,0.42,True
trump_2021,"January 21, 2021",False,false_only,62,0.07,True
trump_2021,"January 21, 2021",False,paraphrase,5,0.14,True
trump_2025,"January 21, 2025",True,empty,12,0.76,True
trump_2025,"January 21, 2025",True,false_only,34,0.73,True
trump_2025,"January 21, 2025",True,empty,33,0.78,True
trump_2025,"January 21, 2025",True,paraphrase,93,0.89,True
trump_2025,"January 21, 2025",True,false_only,83,0.74,True
trump_2025,"January 21, 2025",True,false_only,78,0.74,True
trump_2025,"January 21, 2025",True,paired,69,0.83,True
trump_2021,"January 21, 2021",False,paraphrase,93,0.1,True
trump_2021,"January 21, 2021",False,paired,27,0.18,True
trump_2021,"January 21, 2021",False,paraphrase,15,0.12,True
trump_2025,"January 21, 2025",True,paired,23,0.82,True
trump_2025,"January 21, 2025",True,true_only,23,0.85,True
trump_2025,"January 21, 2025",True,empty,53,0.81,True
trump_2025,"January 21, 2025",True,false_only,41,0.69,True
trump_2021,"January 21, 2021",False,false_only,5,0.07,True
trump_2021,"January 21, 2021",False,paraphrase,67,0.13,True
trump_2021,"January 21, 2021",False,false_only,35,0.07,True
trump_2025,"January 21, 2025",True,false_only,67,0.75,True
trump_2021,"January 21, 2021",False,omitted,59,0.23,True
trump_2021,"January 21, 2021",False,true_only,91,0.34,True
trump_2025,"January 21, 2025",True,paired,29,0.84,True
trump_2021,"January 21, 2021",False,empty,14,0.4,True
trump_2025,"January 21, 2025",True,paraphrase,18,0.87,True
trump_2025,"January 21, 2025",True,omitted,21,0.67,True
trump_2025,"January 21, 2025",True,true_only,60,0.87,True
trump_2025,"January 21, 2025",True,paraphrase,76,0.9,True
trump_2025,"January 21, 2025",True,omitted,42,0.69,True
trump_2025,"January 21, 2025",True,paraphrase,11,0.88,True
trump_2025,"January 21, 2025",True,false_only,46,0.71,True
trump_2021,"January 21, 2021",False,empty,86,0.36,True
trump_2025,"January 21, 2025",True,false_only,42,0.72,True
trump_2021,"January 21, 2021",False,empty,87,0.29,True
trump_2021,"January 21, 2021",False,true_only,70,0.34,True
trump_2021,"January 21, 2021",False,false_only,32,0.06,True
trump_2021,"January 21, 2021",False,empty,8,0.42,True
trump_2025,"January 21, 2025",True,paired,47,0.83,True
trump_2025,"January 21, 2025",True,paraphrase,72,0.88,True
trump_2025,"January 21, 2025",True,paired,78,0.82,True
trump_2021,"January 21, 2021",False,empty,93,0.34,True
trump_2025,"January 21, 2025",True,paraphrase,24,0.89,True
trump_2025,"January 21, 2025",True,true_only,76,0.85,True
trump_2021,"January 21, 2021",False,true_only,100,0.29,True
trump_2021,"January 21, 2021",False,paraphrase,29,0.13,True
trump_2025,"January 21, 2025",True,paired,59,0.82,True
trump_2025,"January 21, 2025",True,omitted,7,0.71,True
trump_2025,"January 21, 2025",True,omitted,17,0.69,True
trump_2021,"January 21, 2021",False,empty,83,0.39,True
trump_2021,"January 21, 2021",False,omitted,53,0.25,True
trump_2025,"January 21, 2025",True,paraphrase,79,0.89,True
trump_2025,"January 21, 2025",True,omitted,80,0.68,True
trump_2025,"January 21, 2025",True,paired,74,0.85,True
trump_2021,"January 21, 2021",False,paired,42,0.24,True
trump_2021,"January 21, 2021",False,false_only,68,0.06,True
trump_2025,"January 21, 2025",True,false_only,87,0.69,True
trump_2021,"January 21, 2021",False,paraphrase,68,0.13,True
trump_2021,"January 21, 2021",False,false_only,55,0.07,True
trump_2021,"January 21, 2021",False,paraphrase,99,0.1,True
trump_2025,"January 21, 2025",True,paired,53,0.83,True
trump_2021,"January 21, 2021",False,paraphrase,10,0.12,True
trump_2025,"January 21, 2025",True,omitted,84,0.69,True
trump_2025,"January 21, 2025",True,paraphrase,98,0.87,True
trump_2025,"January 21, 2025",True,paraphrase,96,0.89,True
trump_2021,"January 21, 2021",False,false_only,96,0.06,True
trump_2021,"January 21, 2021",False,empty,84,0.38,True
trump_2021,"January 21, 2021",False,paired,12,0.22,True
trump_2021,"January 21, 2021",False,false_only,90,0.05,True
trump_2021,"January 21, 2021",False,true_only,87,0.26,True
trump_2025,"January 21, 2025",True,paired,83,0.81,True
trump_2025,"January 21, 2025",True,empty,28,0.8,True
trump_2025,"January 21, 2025",True,paraphrase,49,0.89,True
trump_2025,"January 21, 2025",True,paraphrase,75,0.88,True
trump_2025,"January 21, 2025",True,true_only,18,0.84,True
trump_2021,"January 21, 2021",False,true_only,12,0.34,True
trump_2021,"January 21, 2021",False,false_only,46,0.07,True
trump_2021,"January 21, 2021",False,paired,69,0.23,True
trump_2021,"January 21, 2021",False,false_only,92,0.06,True
trump_2025,"January 21, 2025",True,false_only,45,0.71,True
trump_2025,"January 21, 2025",True,empty,16,0.79,True
trump_2021,"January 21, 2021",False,paired,89,0.2,True
trump_2025,"January 21, 2025",True,omitted,72,0.72,True
trump_2025,"January 21, 2025",True,paired,57,0.82,True
trump_2021,"January 21, 2021",False,true_only,44,0.4,True
trump_2021,"January 21, 2021",False,true_only,99,0.38,True
trump_2021,"January 21, 2021",False,paraphrase,52,0.11,True
trump_2025,"January 21, 2025",True,false_only,86,0.75,True
trump_2021,"January 21, 2021",False,paired,70,0.21,True
trump_2025,"January 21, 2025",True,true_only,6,0.85,True
trump_2021,"January 21, 2021",False,true_only,29,0.3,True
trump_2021,"January 21, 2021",False,false_only,24,0.06,True
trump_2025,"January 21, 2025",True,omitted,58,0.69,True
trump_2025,"January 21, 2025",True,true_only,7,0.81,True
trump_2021,"January 21, 2021",False,false_only,58,0.06,True
trump_2021,"January 21, 2021",False,paired,31,0.28,True
trump_2025,"January 21, 2025",True,empty,43,0.79,True
trump_2025,"January 21, 2025",True,false_only,88,0.76,True
trump_2021,"January 21, 2021",False,empty,33,0.35,True
trump_2025,"January 21, 2025",True,empty,45,0.78,True
trump_2021,"January 21, 2021",False,omitted,70,0.25,True
trump_2021,"January 21, 2021",False,omitted,78,0.29,True
trump_2025,"January 21, 2025",True,paraphrase,86,0.89,True
trump_2021,"January 21, 2021",False,empty,15,0.36,True
trump_2021,"January 21, 2021",False,empty,77,0.37,True
trump_2025,"January 21, 2025",True,paraphrase,23,0.89,True
trump_2025,"January 21, 2025",True,omitted,94,0.65,True
trump_2025,"January 21, 2025",True,empty,60,0.76,True
trump_2025,"January 21, 2025",True,paraphrase,91,0.88,True
trump_2025,"January 21, 2025",True,omitted,76,0.65,True
trump_2025,"January 21, 2025",True,true_only,96,0.83,True
